dataset,fpr,tpr
2021_Team01_hcp,0.0,0.003484320557491289
2021_Team01_hcp,0.0,0.008710801393728223
2021_Team01_hcp,1.21362168984684e-05,0.008710801393728223
2021_Team01_hcp,3.640865069540522e-05,0.013937282229965157
2021_Team01_hcp,3.640865069540522e-05,0.01916376306620209
2021_Team01_hcp,8.495351828927886e-05,0.020905923344947737
2021_Team01_hcp,0.0001213621689846841,0.024390243902439025
2021_Team01_hcp,0.0001456346027816209,0.0313588850174216
2021_Team01_hcp,0.0001456346027816209,0.036585365853658534
2021_Team01_hcp,0.00019417947037549455,0.03832752613240418
2021_Team01_hcp,0.00021845190417243136,0.04006968641114982
2021_Team01_hcp,0.0002912692055632418,0.041811846689895474
2021_Team01_hcp,0.00032767785625864706,0.041811846689895474
2021_Team01_hcp,0.0003762227238525207,0.04529616724738676
2021_Team01_hcp,0.00044904002524333113,0.047038327526132406
2021_Team01_hcp,0.0005461297604310785,0.04878048780487805
2021_Team01_hcp,0.0006310832787203573,0.050522648083623695
2021_Team01_hcp,0.0007767178815019782,0.050522648083623695
2021_Team01_hcp,0.000861671399791257,0.050522648083623695
2021_Team01_hcp,0.0009830335687759412,0.05226480836236934
2021_Team01_hcp,0.0010194422194713464,0.05400696864111498
2021_Team01_hcp,0.0011408043884560304,0.05574912891986063
2021_Team01_hcp,0.0012864389912376514,0.05749128919860627
2021_Team01_hcp,0.0014320735940192722,0.05749128919860627
2021_Team01_hcp,0.001626253064394767,0.05749128919860627
2021_Team01_hcp,0.0017597514502779193,0.06097560975609756
2021_Team01_hcp,0.0019417947037549455,0.0627177700348432
2021_Team01_hcp,0.002196655258622782,0.06445993031358885
2021_Team01_hcp,0.002402970945896745,0.06794425087108014
2021_Team01_hcp,0.002560741765576834,0.07317073170731707
2021_Team01_hcp,0.0028034661035462025,0.07491289198606271
2021_Team01_hcp,0.003021918007718634,0.078397212543554
2021_Team01_hcp,0.003252506128789534,0.08188153310104529
2021_Team01_hcp,0.0034466855991650285,0.09233449477351917
2021_Team01_hcp,0.0036530012864389914,0.09581881533101046
2021_Team01_hcp,0.003956406708900701,0.09581881533101046
2021_Team01_hcp,0.004296220782057817,0.10452961672473868
2021_Team01_hcp,0.004672443505910338,0.11149825783972125
2021_Team01_hcp,0.004963712711473579,0.11846689895470383
2021_Team01_hcp,0.0053520716522245685,0.13240418118466898
2021_Team01_hcp,0.0057040219422801524,0.13763066202090593
2021_Team01_hcp,0.006092380883031142,0.14285714285714285
2021_Team01_hcp,0.006444331173086726,0.14285714285714285
2021_Team01_hcp,0.006832690113837714,0.14634146341463414
2021_Team01_hcp,0.007233185271487172,0.16202090592334495
2021_Team01_hcp,0.007633680429136629,0.17421602787456447
2021_Team01_hcp,0.008179810189567708,0.1759581881533101
2021_Team01_hcp,0.00870166751620185,0.1951219512195122
2021_Team01_hcp,0.009065754023155901,0.20557491289198607
2021_Team01_hcp,0.009526930265297702,0.21602787456445993
2021_Team01_hcp,0.01014587732711959,0.22473867595818817
2021_Team01_hcp,0.01082550547343382,0.23344947735191637
2021_Team01_hcp,0.0116022233549358,0.23519163763066203
2021_Team01_hcp,0.012391077453336246,0.2456445993031359
2021_Team01_hcp,0.013143522901041288,0.25261324041811845
2021_Team01_hcp,0.013944513216340203,0.2682926829268293
2021_Team01_hcp,0.014866865700623802,0.2874564459930314
2021_Team01_hcp,0.01571640088351659,0.3083623693379791
2021_Team01_hcp,0.016820796621277216,0.32926829268292684
2021_Team01_hcp,0.01802228209422559,0.34494773519163763
2021_Team01_hcp,0.01899317944610306,0.35714285714285715
2021_Team01_hcp,0.020085438966965217,0.3641114982578397
2021_Team01_hcp,0.021165562270928907,0.3797909407665505
2021_Team01_hcp,0.02242772882836962,0.39198606271777003
2021_Team01_hcp,0.023714167819607272,0.4094076655052265
2021_Team01_hcp,0.024988470593946457,0.43902439024390244
2021_Team01_hcp,0.026299182018981043,0.4634146341463415
2021_Team01_hcp,0.027804072914391124,0.47735191637630664
2021_Team01_hcp,0.029260418942207336,0.4895470383275261
2021_Team01_hcp,0.030898808223500572,0.5104529616724739
2021_Team01_hcp,0.03252506128789534,0.5226480836236934
2021_Team01_hcp,0.034175586786087044,0.5383275261324042
2021_Team01_hcp,0.035729022549090994,0.5522648083623694
2021_Team01_hcp,0.03779217942183063,0.5679442508710801
2021_Team01_hcp,0.03986747251146872,0.5853658536585366
2021_Team01_hcp,0.041857812082817546,0.60801393728223
2021_Team01_hcp,0.04435787276390204,0.6167247386759582
2021_Team01_hcp,0.046384620985946264,0.627177700348432
2021_Team01_hcp,0.048350688123498145,0.6411149825783972
2021_Team01_hcp,0.05064443311730867,0.6550522648083623
2021_Team01_hcp,0.05299885919561154,0.6672473867595818
2021_Team01_hcp,0.05525619553872667,0.6794425087108014
2021_Team01_hcp,0.05753780431563873,0.6898954703832753
2021_Team01_hcp,0.06019563581640331,0.7003484320557491
2021_Team01_hcp,0.0629626932692541,0.705574912891986
2021_Team01_hcp,0.0656933420714095,0.7229965156794426
2021_Team01_hcp,0.06844826330736183,0.7264808362369338
2021_Team01_hcp,0.0707662807349693,0.7386759581881533
2021_Team01_hcp,0.07339983980193694,0.7456445993031359
2021_Team01_hcp,0.07619116968858468,0.7578397212543554
2021_Team01_hcp,0.07884900118934926,0.7613240418118467
2021_Team01_hcp,0.08187091919706789,0.7665505226480837
2021_Team01_hcp,0.08503847180756814,0.7752613240418118
2021_Team01_hcp,0.08844874875603777,0.7839721254355401
2021_Team01_hcp,0.09174979975242117,0.7874564459930313
2021_Team01_hcp,0.09488094371222602,0.7996515679442509
2021_Team01_hcp,0.0981577222748125,0.813588850174216
2021_Team01_hcp,0.10148304570499284,0.818815331010453
2021_Team01_hcp,0.10517245564212724,0.8257839721254355
2021_Team01_hcp,0.1086434136750892,0.8344947735191638
2021_Team01_hcp,0.11207796305735576,0.8397212543554007
2021_Team01_hcp,0.11568241947620088,0.8466898954703833
2021_Team01_hcp,0.11967523483579698,0.8501742160278746
2021_Team01_hcp,0.1237044588460885,0.872822299651568
2021_Team01_hcp,0.128122041797131,0.8867595818815331
2021_Team01_hcp,0.13243039879608728,0.8972125435540069
2021_Team01_hcp,0.13686011796402825,0.9076655052264808
2021_Team01_hcp,0.14137479065025851,0.9198606271777003
2021_Team01_hcp,0.14608364280686426,0.9250871080139372
2021_Team01_hcp,0.15158134906187043,0.9285714285714286
2021_Team01_hcp,0.15672710502682105,0.9337979094076655
2021_Team01_hcp,0.16215199398043642,0.9425087108013938
2021_Team01_hcp,0.16760115536784873,0.9477351916376306
2021_Team01_hcp,0.1739241243719508,0.9547038327526133
2021_Team01_hcp,0.1798223257846064,0.9581881533101045
2021_Team01_hcp,0.18580548071555134,0.9599303135888502
2021_Team01_hcp,0.19284448651666303,0.9599303135888502
2021_Team01_hcp,0.1994951333770237,0.9651567944250871
2021_Team01_hcp,0.20640064079225223,0.9703832752613241
2021_Team01_hcp,0.21426490934245976,0.9721254355400697
2021_Team01_hcp,0.22172868273501783,0.975609756097561
2021_Team01_hcp,0.22884050583752033,0.980836236933798
2021_Team01_hcp,0.23700817981018957,0.980836236933798
2021_Team01_hcp,0.24475108619141242,0.9825783972125436
2021_Team01_hcp,0.2526396271754169,0.9825783972125436
2021_Team01_hcp,0.2611107065705478,0.9878048780487805
2021_Team01_hcp,0.2696181946163742,0.9878048780487805
2021_Team01_hcp,0.2784169518677638,0.9895470383275261
2021_Team01_hcp,0.287361343721935,0.9895470383275261
2021_Team01_hcp,0.29557756256219814,0.9895470383275261
2021_Team02_hcp,0.0,0.0017421602787456446
2021_Team02_hcp,0.005121483531153668,0.14111498257839722
2021_Team02_hcp,0.010473555183378237,0.25261324041811845
2021_Team02_hcp,0.016056214956673705,0.3240418118466899
2021_Team02_hcp,0.021857326634141604,0.36585365853658536
2021_Team02_hcp,0.027306488021553922,0.4268292682926829
2021_Team02_hcp,0.03284060292725552,0.46689895470383275
2021_Team02_hcp,0.03832617296536324,0.4930313588850174
2021_Team02_hcp,0.04393310517245564,0.5261324041811847
2021_Team02_hcp,0.055122697152843514,0.5923344947735192
2021_Team02_hcp,0.0659239301924804,0.6567944250871081
2021_Team02_hcp,0.08252627490958518,0.740418118466899
2021_Team02_hcp,0.10923808830311416,0.8205574912891986
2021_Team02_hcp,0.16744338454816865,0.9163763066202091
2021_Team02_hcp,0.22194713463919027,0.9442508710801394
2021_Team02_hcp,0.28707007451637173,0.9651567944250871
2021_Team03_hcp,0.0016626617150901721,0.06445993031358885
2021_Team03_hcp,0.0018204325347702614,0.06445993031358885
2021_Team03_hcp,0.0019417947037549455,0.06620209059233449
2021_Team03_hcp,0.0020267482220442242,0.07142857142857142
2021_Team03_hcp,0.0021117017403335034,0.07142857142857142
2021_Team03_hcp,0.002233063909318187,0.078397212543554
2021_Team03_hcp,0.00236656229520134,0.08013937282229965
2021_Team03_hcp,0.0025364693317798974,0.08188153310104529
2021_Team03_hcp,0.0027427850190538607,0.08362369337979095
2021_Team03_hcp,0.0029491007063278236,0.08536585365853659
2021_Team03_hcp,0.0031554163936017864,0.09233449477351917
2021_Team03_hcp,0.0033617320808757493,0.09407665505226481
2021_Team03_hcp,0.0036044564188451177,0.0975609756097561
2021_Team03_hcp,0.0038471807568144856,0.10104529616724739
2021_Team03_hcp,0.004259812131362411,0.10801393728222997
2021_Team03_hcp,0.004878759193184301,0.12195121951219512
2021_Team03_hcp,0.00541275273671691,0.13763066202090593
2021_Team03_hcp,0.006116653316828078,0.15505226480836237
2021_Team03_hcp,0.006844826330736183,0.1759581881533101
2021_Team03_hcp,0.007961358285395277,0.18641114982578397
2021_Team03_hcp,0.009065754023155901,0.1986062717770035
2021_Team03_hcp,0.009187116192140585,0.20034843205574912
2021_Team03_hcp,0.00930847836112527,0.20209059233449478
2021_Team03_hcp,0.009478385397703827,0.20209059233449478
2021_Team03_hcp,0.00961188378358698,0.20209059233449478
2021_Team03_hcp,0.009781790820165538,0.20905923344947736
2021_Team03_hcp,0.009927425422947158,0.21080139372822299
2021_Team03_hcp,0.010109468676424186,0.21254355400696864
2021_Team03_hcp,0.01023083084540887,0.21428571428571427
2021_Team03_hcp,0.010425010315784364,0.21428571428571427
2021_Team03_hcp,0.010619189786159859,0.21602787456445993
2021_Team03_hcp,0.01082550547343382,0.21951219512195122
2021_Team03_hcp,0.011043957377606252,0.21951219512195122
2021_Team03_hcp,0.011189591980387874,0.21951219512195122
2021_Team03_hcp,0.0113716352338649,0.22125435540069685
2021_Team03_hcp,0.01159008713803733,0.2229965156794425
2021_Team03_hcp,0.011772130391514358,0.22822299651567945
2021_Team03_hcp,0.011942037428092914,0.23170731707317074
2021_Team03_hcp,0.012136216898468409,0.23170731707317074
2021_Team03_hcp,0.012330396368843904,0.23344947735191637
2021_Team03_hcp,0.012573120706813273,0.23519163763066203
2021_Team03_hcp,0.01274302774339183,0.23867595818815332
2021_Team03_hcp,0.013058569382752008,0.23867595818815332
2021_Team03_hcp,0.013240612636229035,0.23867595818815332
2021_Team03_hcp,0.013544018058690745,0.24041811846689895
2021_Team03_hcp,0.013823151047355518,0.24390243902439024
2021_Team03_hcp,0.014150828903614165,0.24390243902439024
2021_Team03_hcp,0.014454234326075876,0.24912891986062718
2021_Team03_hcp,0.014696958664045244,0.2508710801393728
2021_Team03_hcp,0.015000364086506955,0.25609756097560976
2021_Team03_hcp,0.015364450593461006,0.259581881533101
2021_Team03_hcp,0.01563144736522731,0.2613240418118467
2021_Team03_hcp,0.015910580353892086,0.26306620209059234
2021_Team03_hcp,0.016359620379135416,0.26306620209059234
2021_Team03_hcp,0.016760115536784873,0.27177700348432055
2021_Team03_hcp,0.017124202043738927,0.27177700348432055
2021_Team03_hcp,0.01746401611689604,0.2735191637630662
2021_Team03_hcp,0.01785237505764703,0.2735191637630662
2021_Team03_hcp,0.01831355129978883,0.27526132404181186
2021_Team03_hcp,0.018689774023641352,0.28222996515679444
2021_Team03_hcp,0.019126677831986214,0.2857142857142857
2021_Team03_hcp,0.019466491905143327,0.289198606271777
2021_Team03_hcp,0.019903395713488193,0.2926829268292683
2021_Team03_hcp,0.020255346003543777,0.2926829268292683
2021_Team03_hcp,0.02075293089638098,0.2926829268292683
2021_Team03_hcp,0.021481103910289085,0.2979094076655052
2021_Team03_hcp,0.022087914755212504,0.2979094076655052
2021_Team03_hcp,0.022634044515643582,0.29965156794425085
2021_Team03_hcp,0.023228719143668537,0.3048780487804878
2021_Team03_hcp,0.023944755940678172,0.30662020905923343
2021_Team03_hcp,0.02434525109832763,0.30662020905923343
2021_Team03_hcp,0.025182650064321948,0.31010452961672474
2021_Team03_hcp,0.025777324692346903,0.313588850174216
2021_Team03_hcp,0.02632345445277798,0.3205574912891986
2021_Team03_hcp,0.027100172334279957,0.3240418118466899
2021_Team03_hcp,0.027791936697492657,0.32578397212543553
2021_Team03_hcp,0.028750697832471663,0.32926829268292684
2021_Team03_hcp,0.02953955193087211,0.33797909407665505
2021_Team03_hcp,0.030376950896866428,0.3397212543554007
2021_Team03_hcp,0.031396393116337774,0.34494773519163763
2021_Team03_hcp,0.03234301803441831,0.3501742160278746
2021_Team03_hcp,0.03341100512148353,0.3519163763066202
2021_Team03_hcp,0.03443044734095488,0.35365853658536583
2021_Team03_hcp,0.0354984344280201,0.3606271777003484
2021_Team03_hcp,0.036530012864389914,0.3606271777003484
2021_Team03_hcp,0.037646544819049006,0.36585365853658536
2021_Team03_hcp,0.038848030291997376,0.37282229965156793
2021_Team03_hcp,0.040243695235321245,0.38153310104529614
2021_Team03_hcp,0.04182140343212214,0.38501742160278746
2021_Team03_hcp,0.04299861647127357,0.3867595818815331
2021_Team03_hcp,0.04461273331876987,0.397212543554007
2021_Team03_hcp,0.046032670695890676,0.40418118466898956
2021_Team03_hcp,0.04784096701376247,0.4146341463414634
2021_Team03_hcp,0.04956430981334498,0.42334494773519166
2021_Team03_hcp,0.05112988179324741,0.43205574912891986
2021_Team03_hcp,0.05304740406320542,0.4425087108013937
2021_Team03_hcp,0.055231923104929734,0.44947735191637633
2021_Team03_hcp,0.05764703026772494,0.4651567944250871
2021_Team03_hcp,0.06015922716570791,0.46689895470383275
2021_Team03_hcp,0.06290201218476177,0.4808362369337979
2021_Team03_hcp,0.06565693342071409,0.4895470383275261
2021_Team03_hcp,0.0663486977839268,0.4912891986062718
2021_Team03_hcp,0.06756231947377364,0.49825783972125437
2021_Team03_hcp,0.0688002135974174,0.5017421602787456
2021_Team03_hcp,0.07031724070972596,0.5052264808362369
2021_Team03_hcp,0.07179785917133912,0.5052264808362369
2021_Team03_hcp,0.07327847763295225,0.5104529616724739
2021_Team03_hcp,0.07466200635937766,0.5156794425087108
2021_Team03_hcp,0.07623971455617855,0.5156794425087108
2021_Team03_hcp,0.07792664870506566,0.5174216027874564
2021_Team03_hcp,0.07997766936090682,0.5209059233449478
2021_Team03_hcp,0.08179810189567709,0.5261324041811847
2021_Team03_hcp,0.08341221874317338,0.5261324041811847
2021_Team03_hcp,0.08541469453142067,0.5296167247386759
2021_Team03_hcp,0.08750212383795723,0.5313588850174216
2021_Team03_hcp,0.08960168936139226,0.5348432055749129
2021_Team03_hcp,0.09164057380033495,0.5348432055749129
2021_Team03_hcp,0.09411636204762251,0.5452961672473867
2021_Team03_hcp,0.09639797082453458,0.5470383275261324
2021_Team03_hcp,0.09882521420422825,0.5487804878048781
2021_Team03_hcp,0.10097332459525717,0.554006968641115
2021_Team03_hcp,0.10355833879463094,0.554006968641115
2021_Team03_hcp,0.10660452923614651,0.5627177700348432
2021_Team03_hcp,0.10942013155659118,0.5644599303135889
2021_Team03_hcp,0.11262409281778683,0.5696864111498258
2021_Team03_hcp,0.11552464865652079,0.5714285714285714
2021_Team03_hcp,0.11899560668948275,0.5801393728222997
2021_Team03_hcp,0.12236947498725698,0.5888501742160279
2021_Team03_hcp,0.1260467487074929,0.5975609756097561
2021_Team03_hcp,0.1302701521881599,0.5993031358885017
2021_Team03_hcp,0.13416587781256828,0.6114982578397212
2021_Team03_hcp,0.13801305856938276,0.6202090592334495
2021_Team03_hcp,0.14314667831743488,0.6254355400696864
2021_Team03_hcp,0.14865652078933955,0.627177700348432
2021_Team03_hcp,0.15500376222723852,0.6341463414634146
2021_Team03_hcp,0.16186072477487318,0.6480836236933798
2021_Team03_hcp,0.1686570062380155,0.6585365853658537
2021_Team03_hcp,0.17704313211485714,0.6637630662020906
2021_Team03_hcp,0.18745600621374306,0.6759581881533101
2021_Team03_hcp,0.19887618631520182,0.7020905923344948
2021_Team03_hcp,0.21195902813175077,0.7195121951219512
2021_Team03_hcp,0.2275055219786888,0.7473867595818815
2021_Team03_hcp,0.24545498677152358,0.7857142857142857
2021_Team03_hcp,0.26467875433869753,0.813588850174216
2021_Team03_hcp,0.28754338697541204,0.8466898954703833
2021_Team04_hcp,0.024842835991164835,0.16898954703832753
2021_Team04_hcp,0.039503386004514675,0.24738675958188153
2021_Team04_hcp,0.058666472487196294,0.4059233449477352
2021_Team04_hcp,0.08386125876841671,0.5836236933797909
2021_Team04_hcp,0.11310954149372558,0.6480836236933798
2021_Team04_hcp,0.15187261826743367,0.6637630662020906
2021_Team04_hcp,0.1905021966552586,0.7020905923344948
2021_Team04_hcp,0.22939877181484988,0.7282229965156795
2021_Team04_hcp,0.262955411539115,0.7317073170731707
2021_Team04_hcp,0.29844170975023665,0.7386759581881533
2021_Team05_hcp,0.0024151071627952136,0.06097560975609756
2021_Team05_hcp,0.0024757882472875555,0.06097560975609756
2021_Team05_hcp,0.002560741765576834,0.06620209059233449
2021_Team05_hcp,0.0026821039345615184,0.06794425087108014
2021_Team05_hcp,0.002815602320444671,0.06968641114982578
2021_Team05_hcp,0.0029612369232262918,0.06968641114982578
2021_Team05_hcp,0.003058326658414039,0.06968641114982578
2021_Team05_hcp,0.0031796888273987233,0.07317073170731707
2021_Team05_hcp,0.003349595863977281,0.07317073170731707
2021_Team05_hcp,0.003592320201946649,0.07491289198606271
2021_Team05_hcp,0.004089905094783854,0.07665505226480836
2021_Team05_hcp,0.004551081336925653,0.08362369337979095
2021_Team05_hcp,0.004878759193184301,0.09059233449477352
2021_Team05_hcp,0.0052792543508337585,0.09233449477351917
2021_Team05_hcp,0.005716158159178621,0.09581881533101046
2021_Team05_hcp,0.0062137430520158255,0.10452961672473868
2021_Team05_hcp,0.006844826330736183,0.12195121951219512
2021_Team05_hcp,0.00747590960945654,0.13414634146341464
2021_Team05_hcp,0.008398262093740139,0.1480836236933798
2021_Team05_hcp,0.009296342144226801,0.1602787456445993
2021_Team05_hcp,0.010473555183378237,0.16898954703832753
2021_Team05_hcp,0.011505133619748052,0.18292682926829268
2021_Team05_hcp,0.012803708827884171,0.20034843205574912
2021_Team05_hcp,0.01441782567538047,0.21254355400696864
2021_Team05_hcp,0.015971261438384426,0.2229965156794425
2021_Team05_hcp,0.018107235612514868,0.24390243902439024
2021_Team05_hcp,0.020425253040122333,0.2508710801393728
2021_Team05_hcp,0.02327726401126241,0.2682926829268293
2021_Team05_hcp,0.026444816621762665,0.28222996515679444
2021_Team05_hcp,0.0299279108716231,0.289198606271777
2021_Team05_hcp,0.03350809485667128,0.2979094076655052
2021_Team05_hcp,0.037185368576907206,0.3083623693379791
2021_Team05_hcp,0.040935459598533945,0.3240418118466899
2021_Team05_hcp,0.04481904900604384,0.3327526132404181
2021_Team05_hcp,0.048896817883929224,0.34843205574912894
2021_Team05_hcp,0.05305954028010389,0.3606271777003484
2021_Team05_hcp,0.05773198378601423,0.3693379790940767
2021_Team05_hcp,0.06286560353406637,0.3780487804878049
2021_Team05_hcp,0.06803563193281391,0.38153310104529614
2021_Team05_hcp,0.07350906575402316,0.3867595818815331
2021_Team05_hcp,0.0793708585159834,0.4024390243902439
2021_Team05_hcp,0.08491710963858345,0.4094076655052265
2021_Team05_hcp,0.09090026456952839,0.42160278745644597
2021_Team05_hcp,0.09712614383844267,0.4355400696864111
2021_Team05_hcp,0.10378892691570184,0.4529616724738676
2021_Team05_hcp,0.11111920192237676,0.46689895470383275
2021_Team05_hcp,0.1183645234107624,0.47560975609756095
2021_Team05_hcp,0.1255491638146557,0.48257839721254353
2021_Team05_hcp,0.13335275128037088,0.49477351916376305
2021_Team05_hcp,0.14141119930095392,0.5
2021_Team05_hcp,0.22121896162528218,0.6097560975609756
2021_Team06_hcp,0.04697929561397121,0.3780487804878049
2021_Team06_hcp,0.050474526080730116,0.38501742160278746
2021_Team06_hcp,0.05849656545061773,0.3867595818815331
2021_Team06_hcp,0.05892133304206413,0.4059233449477352
2021_Team06_hcp,0.05974659579115998,0.41114982578397213
2021_Team06_hcp,0.06128789533726547,0.4146341463414634
2021_Team06_hcp,0.06536566421515086,0.43031358885017423
2021_Team06_hcp,0.0673074589189058,0.43205574912891986
2021_Team06_hcp,0.0712638656278065,0.4372822299651568
2021_Team06_hcp,0.07133668292919731,0.4425087108013937
2021_Team06_hcp,0.07201631107551154,0.4425087108013937
2021_Team06_hcp,0.07225903541348092,0.4442508710801394
2021_Team06_hcp,0.07290225490909974,0.4442508710801394
2021_Team06_hcp,0.0731085705963737,0.445993031358885
2021_Team06_hcp,0.07401878686375883,0.44773519163763065
2021_Team06_hcp,0.07404305929755577,0.44773519163763065
2021_Team06_hcp,0.07404305929755577,0.44947735191637633
2021_Team06_hcp,0.07431005606932208,0.45121951219512196
2021_Team06_hcp,0.07685866161800044,0.45121951219512196
2021_Team06_hcp,0.0772955654263453,0.4651567944250871
2021_Team06_hcp,0.07823005412752737,0.4686411149825784
2021_Team06_hcp,0.07901890822592782,0.4686411149825784
2021_Team06_hcp,0.07962571907085124,0.47038327526132406
2021_Team06_hcp,0.07962571907085124,0.4721254355400697
2021_Team06_hcp,0.0798320347581252,0.4738675958188153
2021_Team06_hcp,0.08319376683900094,0.4808362369337979
2021_Team06_hcp,0.08539042209762372,0.4843205574912892
2021_Team06_hcp,0.08547537561591301,0.4912891986062718
2021_Team06_hcp,0.08551178426660841,0.49477351916376305
2021_Team06_hcp,0.08596082429185174,0.4965156794425087
2021_Team06_hcp,0.08704094759581543,0.5
2021_Team06_hcp,0.08723512706619092,0.5017421602787456
2021_Team06_hcp,0.08768416709143426,0.5017421602787456
2021_Team06_hcp,0.08792689142940363,0.5034843205574913
2021_Team06_hcp,0.08807252603218525,0.5052264808362369
2021_Team06_hcp,0.08933469258962597,0.5087108013937283
2021_Team06_hcp,0.09178620840311658,0.5104529616724739
2021_Team06_hcp,0.09250224520012622,0.5104529616724739
2021_Team06_hcp,0.09301196630986189,0.5104529616724739
2021_Team06_hcp,0.09372800310687153,0.5139372822299652
2021_Team06_hcp,0.09387363770965315,0.5174216027874564
2021_Team06_hcp,0.09511153183329693,0.5313588850174216
2021_Team06_hcp,0.09644651569212845,0.5331010452961672
2021_Team06_hcp,0.09933493531396394,0.5400696864111498
2021_Team06_hcp,0.10285443821451977,0.5435540069686411
2021_Team06_hcp,0.10316997985387995,0.5435540069686411
2021_Team06_hcp,0.10473555183378237,0.554006968641115
2021_Team06_hcp,0.10517245564212724,0.5557491289198606
2021_Team06_hcp,0.10789096822738416,0.5609756097560976
2021_Team06_hcp,0.10817010121604893,0.5662020905923345
2021_Team06_hcp,0.10825505473433822,0.5679442508710801
2021_Team06_hcp,0.10841282555401831,0.5749128919860628
2021_Team06_hcp,0.10929876938760649,0.5801393728222997
2021_Team06_hcp,0.10975994562974829,0.5836236933797909
2021_Team06_hcp,0.11031821160707785,0.5853658536585366
2021_Team06_hcp,0.1105609359450472,0.5888501742160279
2021_Team06_hcp,0.111022112187189,0.5905923344947736
2021_Team06_hcp,0.11476006699191728,0.5905923344947736
2021_Team06_hcp,0.11476006699191728,0.5940766550522648
2021_Team06_hcp,0.11550037622272386,0.5940766550522648
2021_Team06_hcp,0.11587659894657637,0.5940766550522648
2021_Team06_hcp,0.11618000436903808,0.5975609756097561
2021_Team06_hcp,0.11838879584455933,0.6010452961672473
2021_Team06_hcp,0.1184009320614578,0.6045296167247387
2021_Team06_hcp,0.1188621083035996,0.6132404181184669
2021_Team06_hcp,0.12313405665186049,0.6167247386759582
2021_Team06_hcp,0.13047646787543388,0.6202090592334495
2021_Team06_hcp,0.13063423869511395,0.6219512195121951
2021_Team06_hcp,0.13128959440763124,0.6219512195121951
2021_Team06_hcp,0.13232117284400108,0.6219512195121951
2021_Team06_hcp,0.13806160343697663,0.6341463414634146
2021_Team06_hcp,0.14499138328600208,0.6393728222996515
2021_Team06_hcp,0.1466297725672953,0.6411149825783972
2021_Team06_hcp,0.1477584407388529,0.6498257839721254
2021_Team06_hcp,0.1486807932231365,0.6602787456445993
2021_Team06_hcp,0.1498701424791864,0.6637630662020906
2021_Team06_hcp,0.15014927546785117,0.6707317073170732
2021_Team06_hcp,0.1502463652030389,0.6742160278745645
2021_Team06_hcp,0.1506347241437899,0.6777003484320557
2021_Team06_hcp,0.15268574479963107,0.6933797909407665
2021_Team06_hcp,0.15368091458530547,0.7038327526132404
2021_Team06_hcp,0.154057137309158,0.7038327526132404
2021_Team06_hcp,0.155015898444137,0.7073170731707317
2021_Team06_hcp,0.15760091264351075,0.7264808362369338
2021_Team06_hcp,0.17487074929003132,0.7317073170731707
2021_Team06_hcp,0.17514988227869607,0.7334494773519163
2021_Team06_hcp,0.17693390616277094,0.7369337979094077
2021_Team06_hcp,0.18216461564601083,0.7369337979094077
2021_Team06_hcp,0.1973834316366902,0.7386759581881533
2021_Team06_hcp,0.19834219277166923,0.7473867595818815
2021_Team06_hcp,0.20136411077938784,0.7560975609756098
2021_Team06_hcp,0.21274788223015123,0.7630662020905923
2021_Team06_hcp,0.22083060268453117,0.764808362369338
2021_Team06_hcp,0.22979926697249933,0.7717770034843205
2021_Team06_hcp,0.23536979052889634,0.7735191637630662
2021_Team06_hcp,0.23711740576227577,0.7961672473867596
2021_Team06_hcp,0.25469064783125805,0.8013937282229965
2021_Team06_hcp,0.25518823272409524,0.8031358885017421
2021_Team06_hcp,0.25916891186679286,0.8048780487804879
2021_Team06_hcp,0.26352581373334305,0.8083623693379791
2021_Team06_hcp,0.26379281050510933,0.8327526132404182
2021_Team06_hcp,0.26388990024029707,0.8519163763066202
2021_Team06_hcp,0.2639991261923833,0.8554006968641115
2021_Team06_hcp,0.26939974271220174,0.8745644599303136
2021_Team06_hcp,0.2699216000388359,0.8867595818815331
2021_Team06_hcp,0.2723367072016311,0.8902439024390244
2021_Team06_hcp,0.28126896283890385,0.8972125435540069
